Feedback,Product Feedback and Limitations validation_status,Product Feedback and Limitations comment,Product Feedback and Limitations_human_review,Product Feedback and Limitations_human_comment
Feedback and limitations The customer said that teams have resolution limit compared to zoom and would like that to be changed to be compatible with his deviceDeployment blockers ,0,"The feedback lacks specificity regarding the exact resolution limit and how it impacts the customer's business objectives or workflows. It also does not provide detailed context on the impact on customer experience or any actionable insight. Additionally, it does not clearly state a deployment blocker.",Agree,Valid
Feedback and limitations  The customer mentioned that the option of sending high volume of emails does not work and it works on google which allow the cx to send bulk emailsDeployment blockers ,0,"The feedback lacks specificity regarding the exact issue with sending high volumes of emails. It does not provide detailed context on how this impacts the customer's workflows, satisfaction, or any stage of the customer's experience. Additionally, it does not clearly demonstrate how this feature aligns with and supports customer business objectives or business case.",Agree,The feedback is vague. How the option of sending high volume of emails does not work? Are they getting any error? Specific details would have been helpful.
Feedback and limitations Desktop app donâ€™t work with business basic licenseDeployment blockers Desktop app donâ€™t work with business basic license,0,"The feedback and deployment blocker provided are too vague and lack specific details. It does not explain how the desktop app's incompatibility with the business basic license impacts customer workflows, satisfaction, or any stage of the customer's experience. Additionally, it does not provide actionable insights or context on how this limitation affects the customer's business objectives.",Agree,Valid
Feedback and limitations Customer suggest to embedded or have the recreation of profile available in the Outlook app itself so more customers would be aware that that is possibleDeployment blockers ,0,"The feedback lacks specificity regarding how the feature impacts customer workflows, satisfaction, or any stage of the customer's experience. It also does not clearly demonstrate how the feature aligns with and supports customer business objectives. Additionally, there are no deployment blockers mentioned.",Agree,Lacks impact on customer's workflow
Feedback and limitations she was happy to use all microsoft products as it's user friendlyDeployment blockers none,0,"The feedback is too vague and lacks specific details about any particular feature or aspect of the product. It does not provide actionable insights or demonstrate how the product supports customer business objectives. Additionally, the deployment blockers section is empty and does not provide any relevant information.",Agree,"The product feedback is too broad and lacks specific details about any particular feature or aspect of the product, making it difficult to derive actionable insights."
Feedback and limitations as per customer she would want all users to have mfa but she also would want them to request service from microsoft directly instead of going thru her Advised her that it's best to go thru an admin as there are settings we need to check in the admin center Also advised to give each individual Business assist license so they can open a ticket directly to usDeployment blockers na,0,"The feedback lacks specificity and actionable details. It does not clearly refer to a specific product feature or aspect, nor does it demonstrate how the feature aligns with and supports customer business objectives. Additionally, it does not provide detailed context on how the feature impacts customer workflows, satisfaction, or any stage of the customer's experience. The deployment blockers section is also not filled out correctly.",Agree,The product feedback is invalid as it lacks actionable details about the product and does not clearly reference a specific feature.
Feedback and limitations Using Microsoft collaboration tools like OneDrive and SharePoint along with external sharing improves teamâ€™s data management and fosters seamless collaboration in your financial services businessDeployment blockers ,0,"The feedback provided is too general and lacks specificity regarding particular features or aspects of Microsoft collaboration tools. It does not clearly demonstrate how these tools align with and support specific customer business objectives or provide detailed context on the impact on customer experience. Additionally, no specific deployment blockers are mentioned.",Agree,The entry is not product feedback but clearly a recommendation from the AMB to the CX.
Feedback and limitations since customer was using a personal onedrive and it has syncing issues i advised to use the onedrive for business and sync it on their computers using their own business email address to they can easily access the files they are going to updateDeployment blockers the only blocker is that their login to their computer they use one login to each computer and that's their boss' email address,0,"The feedback and limitations provided are not specific enough to be actionable. The syncing issues with personal OneDrive and the recommendation to use OneDrive for Business are mentioned, but there is no detailed context on how this impacts customer workflows, satisfaction, or any stage of the customer's experience. Additionally, the deployment blocker regarding the use of a single login for each computer is more of an organizational practice rather than a product-specific blocker.",Agree,The product feedback is invalid because using a single account to log into OneDrive is not related to a product issue but rather an organizational practice.
Feedback and limitations The customer was satisfied with the service recommended as it help them save time and moneyDeployment blockers,0,"The feedback lacks specificity regarding which product feature or aspect helped save time and money. It also does not provide detailed context on how the feature impacts customer workflows, satisfaction, or any stage of the customer's experience. Additionally, there are no deployment blockers mentioned.",Agree,"The product feedback is invalid because the CX merely expressed satisfaction with the recommended feature or service by the AMB, which is not related to a product issue."
Feedback and limitations NADeployment blockers NA,0,"The entry lacks specific feedback and limitations. It does not provide any details on product features, their impact on customer experience, or how they support customer business objectives. Additionally, there are no deployment blockers mentioned.",Agree,No data submitted
Feedback and limitations The customer expressed frustration with the lack of a feature to manage breakout room recordings separately by meeting organizers in Microsoft TeamsDeployment blockers,0,"The feedback provided is specific about the lack of a feature to manage breakout room recordings separately by meeting organizers in Microsoft Teams. However, it does not clearly demonstrate how this limitation impacts customer workflows, satisfaction, or any stage of the customer's experience. Additionally, it does not specify how this limitation supports or hinders customer business objectives or business case.",Agree,The product feedback does not specify how the absence of this feature directly impacts the user experience.
Feedback and limitations cx said he gets notification 6times approx in a month  error states notification that system is low severity alert added mailbox permission Deployment blockers ,0,"The feedback lacks specificity and does not clearly refer to a specific product feature, aspect, or element. It also does not demonstrate how the feature aligns with and supports customer business objectives or provide detailed context on how the feature impacts customer workflows, satisfaction, or any stage of the customer's experience. Additionally, the deployment blocker is not clearly stated or actionable.",Agree,The feedback lacks specificity and does not clearly reference a particular product feature or explain how it is impacting the user's workflow or experience.
Feedback and limitations cx pointed out that the Entra admin center is taking them some time to adjust to it as it keeps changing with new features and they have to get used to itDeployment blockers ,0,"The feedback lacks specificity and actionable detail. It mentions that the Entra admin center is taking time to adjust to due to changes, but it does not specify which features or changes are causing the issue, nor does it provide context on how this impacts customer workflows or satisfaction. Additionally, it does not align with any of the valid deployment blockers criteria.",Agree,"The product feedback is invalid because it mentions that adjusting to the Entra admin center is taking time due to changes, but it doesn't specify which features are causing the issue with the user experience."
Feedback and limitations Cx said that the interface for Copilot and GitHub was hanging quite a lot and uploading relevant documents and infrastructure was cumbersome especially in the updated versions of GitHub/CopilotDeployment blockers ,0,"The feedback is too vague and lacks specific details on the issue. It does not provide actionable insights or specific context on how the feature impacts customer workflows, satisfaction, or any stage of the customer's experience. Additionally, it does not clearly demonstrate how the feature aligns with and supports customer business objectives.",Agree,Insight added here should be noncopilot related
Feedback and limitations Deployment blockers **Product Feedback ** YesThe customer expressed a negative experience with switching between different profiles in Teams and Outlook apps finding the process complicated The settings need to be simplified for ease of use,0,"The feedback lacks specificity regarding how the complicated process of switching between profiles impacts the customer's business objectives or workflows. It also does not provide detailed context on the impact on customer experience or satisfaction. Additionally, it does not align with the valid deployment blockers criteria.",Agree,"This insight can be a valid negative product feedback: 
Customer is having concerns on switching account specifically in Teams and Outlook which the customer finds complicated, hence requesting for a simplified process for ease of use. "
Feedback and limitations Product feedback detailsâ€¯The prioritization feature helps team members focus on the most critical tasks leading to more efficient use of time and resourcesDeployment blockers ,0,"The feedback provided is positive but lacks specific details on how the prioritization feature impacts customer workflows, satisfaction, or any stage of the customer's experience. Additionally, there are no deployment blockers mentioned.",Agree,Lacks details on what specific product is the customer referring to.
Feedback and limitations **Product Feedback**The seamless integration between different Microsoft 365 applications allows for a smooth workflow enhancing overall efficiencyDeployment blockers ,0,"The feedback is positive but lacks specificity regarding which features or aspects of the integration enhance efficiency. It also does not provide detailed context on how it impacts customer workflows or satisfaction. Additionally, there are no deployment blockers mentioned.",Agree,"Feedback lacks details on the usage experience especially on the specific product. Also, it's somewhat generic. "
Feedback and limitations Cx is using Copilot studio for trial and not Gettig proper response and also not getting proper support from US He said they checked the responses before 1 hour providing the demo to client and it does not work as expected at the time of demoDeployment blockers ,0,"The feedback lacks specificity regarding the exact issues with Copilot Studio and the nature of the improper responses. It also does not provide detailed context on how these issues impact customer workflows, satisfaction, or any stage of the customer's experience. Additionally, the deployment blockers are not clearly defined in terms of technical barriers, organizational readiness, compatibility, support and documentation, or security and compliance.",Agree,Copilot related insight must be added under the Copilot Insight category; 
Feedback and limitations Customer raised concern about SharePoint migration tool being slow when migrating large foldersAlthough he later mentioned that he loved the fact he was able to use the tool to migrate his data from file server to SharePointCustomer wanted copilot feature to also appear on Gmail account he added to his outlookDeployment blockers ,0,"The feedback lacks specificity regarding the exact nature of the slowness issue with the SharePoint migration tool and does not provide detailed context on how it impacts customer workflows or satisfaction. Additionally, the request for the Copilot feature to appear on a Gmail account added to Outlook is not clearly tied to a specific business objective or impact on customer experience. The deployment blockers section is missing specific blockers.",Agree,The feedback lacks specificity regarding the exact nature of the slowness issue with the SharePoint migration tool 
Feedback and limitations The customer has mentioned that the new interface for teams feels cluttered and unintuitive which makes it challenging for users to find features manage channels and organize conversations effectively as the previous versions couldDeployment blockers,0,"The feedback lacks specificity regarding which elements of the new interface are cluttered and unintuitive. It does not provide detailed context on how this impacts customer workflows, satisfaction, or any stage of the customer's experience. Additionally, it does not clearly demonstrate how the feature aligns with or supports customer business objectives.",Agree,does not provide detailed context on the element that is cluttered
Feedback and limitations One limitation of Microsoft 365 is the difficulty in the migration process especially for large organizations like the big boss group Issues can arise when switching units managing files and creating folders and files on OneDrive These challenges can hinder smooth transitions and efficient file managementDeployment blockers ,0,"The feedback provided is too vague and lacks specific details on the migration process issues. It does not clearly specify the technical barriers, compatibility issues, or other specific deployment blockers. Additionally, it does not provide detailed context on how these challenges impact customer workflows, satisfaction, or any stage of the customer's experience.",Agree,Missing some critical details that would make this actionable
Feedback and limitations The customer complained that the Hybrid migration tool and Migration process took longer than expected and they would prefer a faster migration experienceDeployment blockers,0,"The feedback is too vague and lacks specific details on the issue. It does not provide actionable insights or specify how the feature impacts customer workflows, satisfaction, or any stage of the customer's experience. Additionally, it does not align with the criteria for valid deployment blockers.",Agree,Non-actionable as it lacks some specific details
Feedback and limitations Deployment blockers In hybrid there is no place to check if a user attribute is set wrong It would be nice if there were an option to monitor ,0,"The feedback lacks specificity and actionable detail. It does not clearly explain how the absence of a feature to check user attributes impacts customer workflows, satisfaction, or deployment. Additionally, it does not provide context on how this limitation affects the customer's business objectives or experience.",Agree,No impact on workflow
Feedback and limitations Deployment blockers End customer cannot create azure ticket  There should be a way to get azure ticket ,0,"The feedback lacks specificity and actionable details. It does not clearly explain the technical barrier or how it impacts the customer's business objectives or experience. Additionally, it does not provide context on how the inability to create an Azure ticket affects workflows or satisfaction.",Agree,"Nonactionable, probably lacking specific details"
Feedback and limitations Customer do the pst by using outlook 2016 pro and did not find this product in market place  customer looking for this product price if availableDeployment blockers only for 3 users customer did a lot of where customer face difficulties on google workspace migration (service account key creation  creating project),0,"The feedback provided is too vague and lacks specific details on the issue. It does not clearly refer to a specific product feature, aspect, or element. Additionally, it does not demonstrate how the feature aligns with and supports customer business objectives or business case, nor does it provide detailed context on how the feature impacts customer workflows, satisfaction, or any stage of the customer's experience.",Agree,lacks specific details to be actionable
Feedback and limitations The limitations of the Microsoft 365 product include challenges with controlling mail limited add-on options and restrictions on customization These constraints can affect the flexibility and adaptability of the system to meet specific business needsDeployment blockers ,0,"The feedback provided is too vague and lacks specific details on the issues. It does not clearly refer to specific product features or aspects, nor does it demonstrate how these limitations impact customer workflows, satisfaction, or business objectives. Additionally, there are no specific deployment blockers mentioned.",Agree,lacks specific details on the issue
"Feedback and limitations The customer is working in the catering industry and she initiated the subscription to utilise mainly Outlook for communicating with customers and clients and Word for drafting clients&#39; details in document form and she&#39;s satisfied with the trial extension option for discovering further products that could aid with her business
Deployment blockers The customer is working in the catering industry and she initiated the subscription to utilise mainly Outlook for communicating with customers and clients and Word for drafting clients&#39; details in document form and she&#39;s satisfied with the trial extension option for discovering further products that could aid with her business",0,"The feedback and deployment blockers provided are too general and do not specify any particular product feature, aspect, or element. They also do not address any specific technical barriers, organizational readiness, compatibility issues, support and documentation gaps, or security and compliance concerns. The feedback lacks actionable detail and does not provide insight into how the features impact the customer's business objectives or experience.",Agree,
"Feedback and limitations Customer is having issue adding custom domain because of authentication code
Deployment blockers ",0,"The feedback is too vague and lacks specific details on the issue. It does not provide enough context on how the authentication code issue impacts the customer's workflows, satisfaction, or any stage of the customer's experience. Additionally, it does not clearly demonstrate how the feature aligns with and supports customer business objectives or business case.",Agree,Nonactionable lacks details.
"Feedback and limitations The customer mentioned that they often face difficulties with the login process due to multiple subscriptions They suggested that a unified login system would greatly benefit businesses with multiple tenants Additionally they expressed a desire for more intuitive tools to manage these subscriptions similar to how some CRM systems offer a centralized dashboard for managing multiple accounts This would help streamline their operations and reduce the time spent on administrative tasks
Deployment blockers ",0,"The feedback provided is specific and actionable, but it does not clearly state a deployment blocker. It highlights a limitation and suggests improvements, but it does not indicate a specific issue preventing deployment.",Agree,Lacks details on the actual difficulties that they are experiencing for this to be actionable and the further statement is more of a business goal rather than a feedback
"Feedback and limitations customers find Microsoft 365 products user-friendly and helpful significantly reducing their workload
Deployment blockers",0,"The feedback is too vague and lacks specific details on the product features, aspects, or elements. It does not provide actionable insights or demonstrate how the features align with and support customer business objectives. Additionally, it does not detail the impact on customer experience or provide specific deployment blockers.",Agree,The product feedback is merely a general statement and does not specify which Microsoft product or features are being referred to.
"Feedback and limitations NA
Deployment blockers NA",0,"The entry lacks specific feedback and limitations. It does not provide any details on product features, customer objectives, or impact on customer experience. Additionally, there are no deployment blockers mentioned.",Agree,No data submitted
"Feedback and limitations The customer is elderly and finds Microsoft 365 tools complicated believing they should be more user-friendly
Deployment blockers",0,"The feedback is too general and lacks specific details about which Microsoft 365 tools or features are considered complicated. It does not provide actionable insights on how these tools impact the customer's workflows or satisfaction. Additionally, it does not align with the criteria for valid deployment blockers.",Agree,The PLG recommendation is merely a general statement and does not specify which Microsoft 365 tools or specific features the CX finds complicated.
"Feedback and limitations The customer switched from Microsoft 365 Business Basic trial to Business Standard trial due to the lack of a desktop version in the Basic plan After the switch they were able to monitor Excel file saves including local saves and are satisfied with the improvement They will continue to monitor and test their Microsoft 365 Business Standard plan to ensure it meets their needs
Deployment blockers",0,"The feedback provided is more of a general observation about the switch from Microsoft 365 Business Basic to Business Standard and does not specify any deployment blockers. It lacks specific details on technical barriers, organizational readiness, compatibility, support and documentation, or security and compliance issues that would prevent deployment.",Agree,The product feedback is neither specific nor actionable.
"Feedback and limitations Ability to reactivate a developer subscription
 
Deployment blockers",0,"The feedback provided is too vague and lacks specific details on how the ability to reactivate a developer subscription impacts customer workflows, satisfaction, or any stage of the customer's experience. It does not clearly refer to a specific product feature, aspect, or element, nor does it demonstrate how it aligns with and supports customer business objectives or business case.",Agree,The product feedback is too vague and does not explain how the inability to reactivate a developer subscription is impacting the customer.
"Feedback and limitations The client expressed that they feel comfortable using Microsoft 365 products and are happy with them
Deployment blockers",0,"The feedback is too general and does not provide specific insights into any particular feature, aspect, or element of the product. It also does not address how the feature impacts customer workflows, satisfaction, or any stage of the customer's experience. Additionally, there are no specific deployment blockers mentioned.",Agree,"The product feedback is too vague and does not specify which Microsoft products or features the customer is happy with, nor does it explain their impact on the customer's workflow."
"Feedback and limitations The customer has articulated their intention to purchase Office 365 recognizing that its features significantly enhance both productivity and efficiency Furthermore Office 365 facilitates seamless communication within the organization and with external partners making it an invaluable tool for the company&#39;s daily operations
By integrating Office 365 into their workflow the customer anticipates notable improvements in their business processes and overall operational effectiveness This strategic decision underscores their commitment to leveraging advanced tools to achieve sustained business success
Additionally the integration of Office 365 is expected to drive substantial enhancements in the efficiency of daily tasks and overall business operations The customerâ€™s decision to adopt this platform reflects a forward-thinking approach and a dedication to maintaining a competitive edge in their industry
Deployment blockers ",0,"The feedback lacks specificity regarding particular features or aspects of Office 365. It does not provide detailed context on how specific features impact customer workflows, satisfaction, or any stage of the customer's experience. Additionally, there are no deployment blockers mentioned.",Agree,"The feedback is too vague, lacking details on specific Office 365 features and their impact on customer workflows."
"Feedback and limitations While Project/Planner offers basic task management it may lack features specifically designed for agile software development methodologies such as sprint planning backlog management and integration with developer tools like Git
Deployment blockers",0,"The feedback lacks specificity regarding how the absence of these features impacts customer workflows, satisfaction, or any stage of the customer's experience. It does not provide detailed context on the impact or actionable insights for the product team.",Agree,"The product feedback lacks details on how the absence of these features impacts customer experience, and does not offer actionable insights."
"Feedback and limitations NoData
Deployment blockers NoData",0,No feedback or deployment blockers provided. Specific details are required to validate the entry.,Agree,No data submitted
"Feedback and limitations NoData
Deployment blockers NoData",0,"The entry lacks any specific feedback or deployment blockers. No details are provided to evaluate the product features, their impact on customer objectives, or any specific deployment issues.",Agree,No feedback found
"Feedback and limitations Cx is using Google for emails as they had already paid for a three-year subscription and preferred the interface They were not aware that email services are provided with this license Also using outlook app in desktop was challenge for them as they need to configure manually google account 
Deployment blockers ",0,"The feedback provided lacks specificity regarding how the product feature impacts customer workflows, satisfaction, or any stage of the customer's experience. It also does not clearly align with the criteria for valid deployment blockers such as technical barriers, organizational readiness, compatibility, support and documentation, or security and compliance. The feedback is more about the customer's preference and logistical challenges rather than specific actionable insights about the product.",Agree,"The feedback provided lacks specificity regarding how the product feature impacts customer workflows, satisfaction, or any stage of the customer's experience. It lacks details on what was challenging and why they did manual configuration."
"Feedback and limitations It&#39;s not the first time that the customer has used the 365 subscription He knows how it works and doesn&#39;t need support He uses all the Office package He is currently comparing several AI tools as he is seriously considering buying one After I presented Copilot we agreed on the fact that having an AI tool that is integrated into all Microsoft programs is clearly beneficial
Deployment blockers It&#39;s not the first time that the customer has used the 365 subscription He knows how it works and doesn&#39;t need support He uses all the Office package He is currently comparing several AI tools as he is seriously considering buying one After I presented Copilot we agreed on the fact that having an AI tool that is integrated into all Microsoft programs is clearly beneficial",0,"The feedback and deployment blockers provided are too general and lack specific details about the product features, their impact on customer experience, and actionable insights. The information does not address any specific technical barriers, organizational readiness, compatibility issues, support and documentation gaps, or security and compliance concerns.",Agree,"No clear, specific feedback that impacts customer experience from the customer"
"Feedback and limitations Customer said his App Development team is happy using the Microsoft Copilot Studio for their app development as it has made the development easy for them Also
Deployment blockers ",0,"The feedback lacks specificity regarding which features of Microsoft Copilot Studio are making development easier. Additionally, there are no deployment blockers mentioned.",Agree,The feedback lacks specificity regarding which features of Microsoft Copilot Studio are making development easier.
"Feedback and limitations NoData
Deployment blockers NoData",0,"The entry lacks any specific feedback or limitations. No details are provided regarding product features, customer objectives, or impact on customer experience. Additionally, no deployment blockers are mentioned.",Agree,"No details are provided regarding product features, customer objectives, or impact on customer experience. Additionally, no deployment blockers are mentioned."
"Feedback and limitations Copilot on web does not provide better result in business plans which he made for his purpose

claudd and Gemini he uses too to get results

Not 

copilot and ChatGPT is similar mentality They provide the same results just a bit short than copilot He thinks both uses same engine
There were some limitations earlier but now it is removed

If he searches for an information on copilot ChatGPT Gemini and Claudd Copilot gave 2 pages of information ChatGPT gives 1 page Caludd gives half pages and Gemini gives just one line He liked about the sources copilot uses He thinks that this is going to issues in future because the copilot from wherever gathers information they might claim copy right

For an example if he as for any information copilot used to give 5 points and ChatGPT gave 10 points where he likes ChatGPT because it actually gives more information
writing legal letters and he found that clauddy is good in grammar wise Copilot is a bit of laggy or he said may be incorrect sentence

perplex is another AI he uses for his business plans
The cx said that he is working on reports and will provide me what is the improvement can be done in copilot As of now he said he is using copilot on web but I have told him that the result he got so far which is not up to the mark may be cause of free version he is using He needs to get the licensed version of it and try 

He said he is going to use the licensed version and he will let me know soon
Deployment blockers writing legal letters and he found that clauddy is good in grammar wise Copilot is a bit of laggy or he said may be incorrect sentence

perplex is another AI he uses for his business plans",0,"The feedback provided is too vague and lacks specific details on the issues with Copilot. It does not clearly refer to a specific product feature, aspect, or element. Additionally, it does not demonstrate how the feature aligns with and supports customer business objectives or provide detailed context on how the feature impacts customer workflows, satisfaction, or any stage of the customer's experience. The feedback also includes comparisons with other tools without actionable insights specific to Copilot.",Agree,The feedback is valid but it's not referencing a M365 feature. It's a copilot insight and the rubric should be adjusted to detect insights captured in the wrong field of the tracker.
"Feedback and limitations NoData
Deployment blockers NoData",0,"The entry lacks any specific feedback or deployment blockers. No details are provided to evaluate the product features, their impact on customer objectives, or any deployment issues.",Agree,No data for Feedback or deployment blocker provided
"Feedback and limitations NoData
Deployment blockers NoData",0,The entry lacks any specific feedback or deployment blockers. No details are provided to assess the validity of the feedback or limitations.,Agree,"It does not refer to a specific product feature, aspect, or element.  Also, there is no detailed context on how the feature impacts customer workflows, satisfaction"
Feedback and limitations The customer was confused about who could help them set up their new domain and how to interpret the error messages they were seeing They also wanted to know if there was a way to determine whether the issue was coming from Microsoft or the domain provider so they would know who to contact for assistance Deployment blockers,0,"The feedback lacks specificity regarding the product feature or aspect. It does not clearly demonstrate how the feature aligns with and supports customer business objectives. Additionally, it does not provide detailed context on how the feature impacts customer workflows, satisfaction, or any stage of the customer's experience. The feedback is more about general confusion and support needs rather than specific, actionable insights.",Agree,"It does not refer to a specific product feature, aspect, or element.  Also, there is no detailed context on how the feature impacts customer workflows, satisfaction"
"Feedback and limitations The customer is not a technical expertise did not understand the features of SharePoint and OneDrive when purchasing a Microsoft account until she called us  The Standard account features were listed by name without further clarification
The customer requested more detailed explanations of the account features suggesting that clicking on OneDrive should direct her to an article explaining what OneDrive is rather than just the name Additionally the customer preferred a more comprehensive comparison of the different accounts with detailed descriptions of each feature to help her comfortably select the account that best suits her needs
Deployment blockers",0,"The feedback provided is more about the customer's lack of understanding and the need for better documentation and feature explanations rather than a specific deployment blocker. It does not address a technical barrier, organizational readiness, compatibility, support and documentation, or security and compliance issue directly related to deployment.",Agree,"It does not refer to a specific product feature, aspect, or element.  Also, there is no detailed context on how the feature impacts customer workflows, satisfaction"
"Feedback and limitations He has noticed that when he has to make email searches outlook is not bringing the results so he has to manually scroll down on this email to find out that specific message he is looking for
Deployment blockers none",0,"The feedback provided is specific about the issue with email searches in Outlook, but it lacks context on how this impacts customer workflows, satisfaction, or business objectives. Additionally, there are no deployment blockers mentioned, which makes it incomplete for validation.",Agree,"The information provided is an assumption of customer's feedback because he's not able to scroll down. It does not refer to a specific product feature, aspect, or element.  Also, there is no detailed context on how the feature impacts customer workflows, satisfaction."
"Feedback and limitations Not at the moment
Deployment blockers ",0,"The feedback provided is too vague and lacks specific details. It does not refer to any specific product feature, aspect, or element, nor does it demonstrate how the feature aligns with and supports customer business objectives. Additionally, there are no deployment blockers mentioned.",Agree,
"Feedback and limitations Customer insights
They are using mostly excel but working to integrate powerapps powerautomate with sharepoint Customer mentions that excel has not the capacity to link and excel inside of another so for now he has to manually refresh that and he would like tat option would be automatic

Also he mentioned that excel do not allow you to personalize and edit the permissions in the same excel fileÂ 
Deployment blockers none",0,"The feedback lacks specificity regarding how the limitations of Excel impact the customer's business objectives and workflows. It does not provide detailed context on how these limitations affect customer satisfaction or experience. Additionally, the feedback does not align with the criteria for valid deployment blockers.",Agree,Invalid because it lacks specificity.
"Feedback and limitations As the global admin he wanted to have access to most of what&#39;s in the organization He thinks that Copilot can only access the information that is within theÂ scope of the user&#39;s permissions He wanted to pull in information from documents he has no permission for generating insights summaries or recommendations
Deployment blockers ",0,"The feedback lacks specificity regarding the exact features or elements of Copilot that are causing the issue. It also does not clearly demonstrate how the feature impacts customer workflows, satisfaction, or any stage of the customer's experience. Additionally, it does not align with any of the valid deployment blockers such as technical barriers, organizational readiness, compatibility, support and documentation, or security and compliance.",Agree,
"Feedback and limitations Personal Bookings pages should have the same or at least a very close level of customization as the Shared Bookings pages This is with regards to custom and mandatory information fields
Deployment blockers ",0,"The feedback lacks specific details on how the lack of customization in Personal Bookings pages impacts customer workflows, satisfaction, or business objectives. It does not provide actionable insights or context on the deployment blockers.",Agree,
"Feedback and limitations The cx mentioned that he was able to use his basic license on the account and utilize outlook on desktop and now he has to update for a standard license to use basic outlook on desktop
Deployment blockers ",0,"The feedback provided lacks specificity regarding how the license update impacts customer workflows, satisfaction, or any stage of the customer's experience. It does not clearly demonstrate how the feature aligns with and supports customer business objectives or business case. Additionally, it does not identify a specific deployment blocker.",Agree,
"Feedback and limitations File path limit 255 windows 400 OneDrive 
Deployment blockers File path limit 255 windows 400 onedrive ",0,"The feedback and deployment blocker provided are too vague and lack specific details. They do not clearly explain how the file path limit impacts customer workflows, satisfaction, or any stage of the customer's experience. Additionally, there is no context on how this limitation affects the customer's business objectives or why it is a deployment blocker.",Agree,Feedback is not actionable
"Feedback and limitations The customer would like to have a feature in Windows to switch user account instead of creating a new profile and delete the other windows profile
Deployment blockers",0,"The feedback lacks specificity regarding how the feature impacts customer workflows, satisfaction, or any stage of the customer's experience. It also does not clearly demonstrate how the feature aligns with and supports customer business objectives or business case. Additionally, it does not provide actionable insights or detail any specific deployment blockers.",Agree,Feedback lacks detail regarding how the feature impacts customer workflows and does not clearly demonstrate how the feature aligns with and supports customer business objectives.
"Feedback and limitations The attorney is looking forward to using the Outlook New version due to its speed and response time However a major limitation is preventing him from doing so The ability to search all mailboxes when multiple accounts are added to the application 

https//answersmicrosoftcom/en-us/outlook_com/forum/all/looking-for-all-mailboxes-in-new-outlook-interface/0c226492-63d9-4344-ba33-d599dc1d7ebe
Deployment blockers",0,"The feedback lacks specificity regarding how the inability to search all mailboxes impacts the attorney's workflow or business objectives. Additionally, the provided URL is not formatted correctly and does not contribute to the feedback.",Agree,"While details the limitation with the new outlook search function, it lacks detail on the context on how the feature impacts customer workflows"
"Feedback and limitations he mentioned that some policies can be assigned and created from the PowerShell however he is using MAC which is not simple at all to be used from a MAC OS as it is limiting the customers way
Deployment blockers ",0,The feedback lacks specificity regarding the exact limitations and does not clearly demonstrate how it impacts customer workflows or satisfaction. It also does not provide actionable insights or detailed context on the deployment blockers.,Agree,invalid because it lacks specificity.
"Feedback and limitations Cx was satisfied with the recommendation
Deployment blockers ",0,"The feedback is too vague and lacks specific details on the product feature, aspect, or element. It does not demonstrate how the feature aligns with and supports customer business objectives or provide detailed context on the impact on customer experience.",Agree,Feedback is not actionable and specific
"Feedback and limitations Admin was not happy with sharepoint 5k list limit
Deployment blockers Admin was not happy with sharepoint 5k list limit",0,"The feedback and deployment blocker provided are too vague and lack specific details. It does not explain how the 5k list limit impacts the customer's business objectives, workflows, or satisfaction. Additionally, it does not provide actionable insights or context on how this limitation affects the deployment process.",Agree,Feedback is not specific and actionable
"Feedback and limitations switching subscriptions from reseller to Microsoft direct is a hustle
Deployment blockers",0,"The feedback is too vague and lacks specific details on the issue. It does not provide actionable insights or specify how the feature impacts customer workflows, satisfaction, or any stage of the customer's experience. It also does not align with the criteria for valid deployment blockers.",Agree,Feedback is too vague and not actionable
"Feedback and limitations In SharePoint Online each file must be less than 15 GB and the entire path including the file name must contain fewer than 400 characters
Deployment blockers",0,"The feedback provided is specific about the limitations of SharePoint Online regarding file size and path length. However, it does not explain how these limitations impact the customer's business objectives, workflows, or experience. To be actionable, the feedback should include details on how these limitations affect the customer's ability to use SharePoint Online effectively.",Agree, It does not explain how these limitations impact the customer's workflow.
"Feedback and limitations there is a known issue with changing language settings in the Modern Outlook Some users have reported that their language preferences revert back to a previous selection or do not save correctly
Deployment blockers ",0,"The feedback lacks specificity regarding how the issue impacts customer workflows, satisfaction, or any stage of the customer's experience. It also does not clearly demonstrate how this issue aligns with or supports customer business objectives. Additionally, it does not fit into any of the valid deployment blocker categories such as technical barriers, organizational readiness, compatibility, support and documentation, or security and compliance.",Agree,"Feedback is specific and highlights a user experience, but it does not detail the impact on users workflow."
"Feedback and limitations Microsoft applications were getting complexed and there are lots of changes which is not very user friendly as per customer
Deployment blockers na",0,"The feedback is too vague and lacks specific details on which Microsoft applications or features are complex and not user-friendly. It does not provide actionable insights or demonstrate how these issues impact customer workflows or business objectives. Additionally, the deployment blockers section is marked as 'na', which does not provide any relevant information.",Agree,The feedback is too vague and lacks specific details
